generator,sigma,dim_embedding,alignment,regret,per_query_alignment
CMAES,0.34111111111111114,8,0.8443159576565686,0.6023219379384883,0.7264545122407786
CMAES,0.34111111111111114,8,0.8287617361884939,0.36383586043888594,0.5302561916623648
CMAES,0.34111111111111114,8,0.8216910383840035,0.5287103537376275,0.6332542020246537
CMAES,0.34111111111111114,8,0.807258037137521,0.9013001667371106,0.6353966999873069
CMAES,0.34111111111111114,8,0.9041782854898975,0.07236063344496907,0.6083807662974207
CMAES,0.34111111111111114,8,0.8245203703913714,0.6410584526353656,0.613278037931281
CMAES,0.34111111111111114,8,0.8806659264960817,0.45323022163037585,0.6901656214495926
CMAES,0.34111111111111114,8,0.7863696359223606,0.9503254572631246,0.7126976020000336
CMAES,0.34111111111111114,8,0.8582449902864258,0.43864269732747807,0.6634764159965294
CMAES,0.34111111111111114,8,0.8753122057311811,0.3755968415475646,0.6986084591526474
CMAES,0.34111111111111114,8,0.8323368396791857,0.2590830258323365,0.5089045666114216
CMAES,0.34111111111111114,8,0.8550548467607888,0.404490953151334,0.7187315518692425
CMAES,0.34111111111111114,8,0.8205203100556435,0.24117700900357528,0.6712384971904791
CMAES,0.34111111111111114,8,0.8167017779322859,0.27237250368126986,0.7652633319346986
CMAES,0.34111111111111114,8,0.8635080840892388,0.12689727343426116,0.7341723413838731
CMAES,0.34111111111111114,8,0.8709317422622644,0.07754859126560812,0.46422160586961664
CMAES,0.34111111111111114,8,0.8238961341644784,0.3941132788881872,0.6898158082599054
CMAES,0.34111111111111114,8,0.8873399326362086,0.3766336775149479,0.825370975302171
CMAES,0.34111111111111114,8,0.870206809152009,0.2678963240379014,0.600600392075511
CMAES,0.34111111111111114,8,0.8606271438232228,0.35542250795583324,0.6789843565787645
CMAES,0.34111111111111114,8,0.8543486064046169,0.2813228886365614,0.6731576886193271
CMAES,0.34111111111111114,8,0.8573849976006562,0.09090213257084961,0.6520930924858349
CMAES,0.34111111111111114,8,0.8262218311854583,0.12816648796421426,0.7010494067970406
CMAES,0.34111111111111114,8,0.6767362805164391,0.5660946326466113,0.6162632754987843
CMAES,0.34111111111111114,8,0.8352980179565611,0.5939797573735972,0.7215550002176871
CMAES,0.34111111111111114,8,0.8753667439573337,0.20115196517371814,0.6760130317442532
CMAES,0.34111111111111114,8,0.8554482672833308,0.6951038940123007,0.7735367777023407
CMAES,0.34111111111111114,8,0.7369657904669793,0.7915039831769775,0.6256646313229834
CMAES,0.34111111111111114,8,0.8543793294304041,0.2874395250412437,0.8157633940762273
CMAES,0.34111111111111114,8,0.7990503788243754,0.8073037178160517,0.7754813075307638
CMAES,0.34111111111111114,8,0.8773729690561562,0.08654223899209303,0.7330864984119622
CMAES,0.34111111111111114,8,0.7890679291193299,0.47431472342385667,0.6490738484400681
CMAES,0.34111111111111114,8,0.842859713011557,0.2322820809448764,0.6081444971778707
CMAES,0.34111111111111114,8,0.7746336713417129,0.3713937244465094,0.5827770823483776
CMAES,0.34111111111111114,8,0.8022875798575435,0.6120821140503155,0.7540340364381597
CMAES,0.34111111111111114,8,0.9060282632093521,0.1682826363372109,0.6951137066778464
CMAES,0.34111111111111114,8,0.8723438788639893,0.346810260210238,0.7648440490657435
CMAES,0.34111111111111114,8,0.7977976326934747,1.1685841277947955,0.7972117509896403
CMAES,0.34111111111111114,8,0.826129700031228,0.42652809608827275,0.6573793969777821
CMAES,0.34111111111111114,8,0.7725818984648899,0.883449040173391,0.6498633064273953
CMAES,0.34111111111111114,8,0.8571023188350588,0.22262866555656702,0.7199618429388596
CMAES,0.34111111111111114,8,0.8483982737053125,0.36842153657208826,0.6552741236432474
CMAES,0.34111111111111114,8,0.7691361157646883,0.4765220850347249,0.7349372420479081
CMAES,0.34111111111111114,8,0.7965152629691002,0.6814416355211216,0.7160185749995591
CMAES,0.34111111111111114,8,0.774920347685572,0.8540105925417001,0.5583704316336052
CMAES,0.34111111111111114,8,0.8240132759152651,0.5166884556225881,0.7509052524941566
CMAES,0.34111111111111114,8,0.8961834892178252,0.4949362447289417,0.7156443026665668
CMAES,0.34111111111111114,8,0.8978961412829143,0.027798093794993085,0.8488013347454949
CMAES,0.34111111111111114,8,0.8883593253385564,0.45928726630675276,0.636827353373019
CMAES,0.34111111111111114,8,0.8172742979965376,0.7408042664305594,0.6331430517493691
CMAES,0.34111111111111114,8,0.8340116789843424,1.0807379725788175,0.760701847264316
CMAES,0.34111111111111114,8,0.8707632509038126,0.09755342974983916,0.8063875534399902
CMAES,0.34111111111111114,8,0.8570069624414985,0.060223285186507686,0.6850147269944248
CMAES,0.5066666666666667,8,0.8624161640822499,0.35363144362431714,0.5156648536494873
CMAES,0.5066666666666667,8,0.8548534162730446,0.22875479608429705,0.6508225235773245
CMAES,0.5066666666666667,8,0.8508340385434209,0.3811666109161313,0.6981117240334509
CMAES,0.5066666666666667,8,0.8371009346660649,0.4106508121596216,0.6063025907486062
CMAES,0.5066666666666667,8,0.7249128534383975,0.38033826508834956,0.6366713337022648
CMAES,0.5066666666666667,8,0.7926060023523942,0.6745976617990037,0.6727178486161707
CMAES,0.5066666666666667,8,0.8720068235901977,0.2914354933389275,0.6366349567398983
CMAES,0.5066666666666667,8,0.8084849888550805,0.2044491539575288,0.6507378437419018
CMAES,0.5066666666666667,8,0.8699422215504804,0.449242737282505,0.7505289398498816
CMAES,0.5066666666666667,8,0.8701861362953633,0.18792064761770091,0.6517301594345037
CMAES,0.5066666666666667,8,0.8623764515933643,0.29725341632186153,0.5813189455024877
CMAES,0.5066666666666667,8,0.7881196243128045,0.5320189227560312,0.6737420077802752
CMAES,0.5066666666666667,8,0.8462235025559721,0.4711090052130747,0.6978506513517043
CMAES,0.5066666666666667,8,0.8297555349717612,0.42479104761182296,0.6591848643214072
CMAES,0.5066666666666667,8,0.7461843641604452,0.7994490464503484,0.6289826701585689
CMAES,0.5066666666666667,8,0.8465954069748493,0.03249613895372181,0.7660820445023049
CMAES,0.5066666666666667,8,0.9020828946131866,0.1720617976983308,0.689847762015483
CMAES,0.5066666666666667,8,0.7577593044761184,0.2760121095061498,0.5624469168379536
CMAES,0.5066666666666667,8,0.8450338202116674,0.6384412721873586,0.7331834969847374
CMAES,0.5066666666666667,8,0.8061832800052703,0.7285772720844861,0.7091749535787251
CMAES,0.5066666666666667,8,0.7706250998480217,0.6489287608159685,0.7393026115303988
CMAES,0.5066666666666667,8,0.8597420714735375,1.0139244157991838,0.6623966610523353
CMAES,0.5066666666666667,8,0.7509255523188506,0.42686629493454714,0.6005870271163517
CMAES,0.5066666666666667,8,0.8418224416314879,0.41650386619212326,0.7283811067652758
CMAES,0.5066666666666667,8,0.877078924071151,0.4284770113915762,0.6917904213436076
CMAES,0.5066666666666667,8,0.8601763211638281,0.261109480321624,0.649919611666632
CMAES,0.5066666666666667,8,0.7650319346030491,0.40375410195358563,0.6699039635577405
CMAES,0.5066666666666667,8,0.889381975520828,0.5096106534603875,0.8099358633501059
CMAES,0.5066666666666667,8,0.826064407965567,0.5344748109671662,0.6163568386094951
CMAES,0.5066666666666667,8,0.8038894804807634,0.22444932516562294,0.5133916775143145
CMAES,0.5066666666666667,8,0.876590254589072,0.3239619966980782,0.7720272174279527
CMAES,0.5066666666666667,8,0.7780011329039906,0.4993967079108397,0.5547544394777487
CMAES,0.5066666666666667,8,0.8306102238231023,0.47769653666422013,0.6010945735777516
CMAES,0.5066666666666667,8,0.8637142384725546,0.636727826810249,0.5344891708411476
CMAES,0.5066666666666667,8,0.8788958724601671,0.42409834567360233,0.7536469918813573
CMAES,0.5066666666666667,8,0.8693018465096917,0.5195391880907353,0.6218957539632956
CMAES,0.5066666666666667,8,0.8558345003782821,0.0,0.694914644544674
CMAES,0.5066666666666667,8,0.908620730207503,0.2741182919549096,0.6835277491054745
CMAES,0.5066666666666667,8,0.760498533174189,0.689203144150424,0.722246889336816
CMAES,0.5066666666666667,8,0.8402323806543435,0.43333236621973803,0.781971567039283
CMAES,0.5066666666666667,8,0.9042373386474976,0.07205911855832817,0.7926999337462146
CMAES,0.5066666666666667,8,0.8316285445919561,0.470416852218133,0.5596375287993861
CMAES,0.5066666666666667,8,0.8632200951048621,0.22447124987456396,0.8151550421187468
CMAES,0.5066666666666667,8,0.8502193100580949,0.28977070567898877,0.659278630081955
CMAES,0.5066666666666667,8,0.8869009361739806,0.07600391495799459,0.7478420255658957
CMAES,0.5066666666666667,8,0.8412239618009243,0.5873359892321686,0.6746492665204908
CMAES,0.5066666666666667,8,0.8494016650694544,0.27076132188428714,0.6145687082150667
CMAES,0.5066666666666667,8,0.870682164447224,0.13426796542874883,0.6259506148815012
CMAES,0.5066666666666667,8,0.8111690749823698,0.37144616281485987,0.7343549909179865
CMAES,0.5066666666666667,8,0.8819352537029567,0.10063512446174631,0.7690327888206643
CMAES,0.5066666666666667,8,0.8152768702668564,0.7433638991029097,0.7689109543347771
CMAES,0.5066666666666667,8,0.8250696067873563,0.34293856002232215,0.6970152970207392
CMAES,0.5066666666666667,8,0.8134853967797593,0.6068469180031634,0.6111141132057207
CMAES,0.5066666666666667,8,0.7805867885277497,0.20617735311061686,0.6740362847792871
CMAES,0.5066666666666667,8,0.808873829530725,0.4349620565798894,0.639582108690451
CMAES,0.5066666666666667,8,0.8620397802910256,0.1973268569373301,0.739227983407773
CMAES,0.5066666666666667,8,0.8456711990302312,0.20032935366651286,0.6333726601549778
CMAES,0.5066666666666667,8,0.9098291917128232,0.35433445901885813,0.7451053088050995
CMAES,0.5066666666666667,8,0.8766672713439134,0.24788616165044128,0.6547154688437429
CMAES,0.5066666666666667,8,0.841284094596004,0.2375828087129464,0.6494444367495393
CMAES,0.6722222222222223,8,0.8433197043644287,0.19793379682266804,0.7331017402619413
CMAES,0.6722222222222223,8,0.88980863671492,0.6638827023826959,0.6605879683547474
CMAES,0.6722222222222223,8,0.8195131201371776,0.23043459968808555,0.5443303233944359
CMAES,0.6722222222222223,8,0.7395143179310927,1.5975564864812364,0.6668922244749184
CMAES,0.6722222222222223,8,0.8536315335836456,0.1506113146468754,0.7443591550264063
CMAES,0.6722222222222223,8,0.8759081741735839,0.12365039103127987,0.6071307068460169
CMAES,0.6722222222222223,8,0.8268436735300853,0.3266352014578851,0.6424927848262042
CMAES,0.6722222222222223,8,0.7649684774951859,0.2717462512892047,0.6985849458654991
CMAES,0.6722222222222223,8,0.8638058344951738,0.31347272433552936,0.7693473514240261
CMAES,0.6722222222222223,8,0.850012420587905,0.534777088761766,0.7445639166918845
CMAES,0.6722222222222223,8,0.7809802008325921,0.23049086200194271,0.6774798673054474
CMAES,0.6722222222222223,8,0.8761903786994228,0.29288377495169493,0.7541326779285238
CMAES,0.6722222222222223,8,0.866800093896273,0.42981002079379743,0.6913949137096027
CMAES,0.6722222222222223,8,0.8831440427263102,0.3631620553247109,0.7008262536265708
CMAES,0.6722222222222223,8,0.9005734716720716,0.29635310997901715,0.6915066484960524
CMAES,0.6722222222222223,8,0.845540135196966,0.3729949009475133,0.781294380639019
CMAES,0.6722222222222223,8,0.8676654444149632,0.11243600707812854,0.6993397002209428
CMAES,0.6722222222222223,8,0.8251836114961338,0.22606242518079747,0.7412656611286501
CMAES,0.6722222222222223,8,0.8531766120068587,0.27943299328559057,0.48860602344843507
CMAES,0.6722222222222223,8,0.8231756365315438,0.3891445496819494,0.5266273989756173
CMAES,0.6722222222222223,8,0.8762181071746149,0.11358908708701751,0.7858607228333055
CMAES,0.6722222222222223,8,0.8066363105596652,0.20214772590069854,0.7451112630116914
CMAES,0.6722222222222223,8,0.8738547206884233,0.42744438147221536,0.6711757306610203
CMAES,0.6722222222222223,8,0.8654246719874064,0.14737714232239638,0.6238326546700267
CMAES,0.6722222222222223,8,0.8763129691924638,0.2909395139643533,0.7495717243650079
CMAES,0.6722222222222223,8,0.8976479581789197,0.18228352911721754,0.764320462193839
CMAES,0.6722222222222223,8,0.799036819877239,0.38768552318232297,0.5252206777457489
CMAES,0.6722222222222223,8,0.8697859397434866,0.5117017365359722,0.7141614409023865
CMAES,0.6722222222222223,8,0.8620866871313798,0.16118602916846284,0.7218174909711434
CMAES,0.6722222222222223,8,0.8444962491693825,0.11853783607380237,0.6138941359446509
CMAES,0.6722222222222223,8,0.8463498819997518,0.1539494831328307,0.6747651856758855
CMAES,0.6722222222222223,8,0.8050734882325226,0.6371854472834015,0.6016646764757132
CMAES,0.6722222222222223,8,0.8203829818846279,0.533097563793091,0.6218357369061427
CMAES,0.6722222222222223,8,0.8519013814421881,0.4587542448698034,0.7346670062681397
CMAES,0.6722222222222223,8,0.7708781133835426,0.15107794064263708,0.7142419667151432
CMAES,0.6722222222222223,8,0.8153874059379774,0.35183666804417557,0.5211387548984763
CMAES,0.6722222222222223,8,0.8172058885479363,0.5154651283224364,0.6711534894424365
CMAES,0.6722222222222223,8,0.8966580907161807,0.18369026574437844,0.736119347894779
CMAES,0.6722222222222223,8,0.8315546400224488,0.3292955622407495,0.5439589759493739
CMAES,0.6722222222222223,8,0.7958248545134883,0.28957173717127116,0.5015085202756263
CMAES,0.6722222222222223,8,0.827018935413116,0.7388295634242488,0.5417212782897102
CMAES,0.6722222222222223,8,0.859513083976357,0.3113061442424662,0.761248060897953
CMAES,0.6722222222222223,8,0.8190166816957407,0.38110581080110706,0.5936751970743701
CMAES,0.6722222222222223,8,0.8161156461324119,0.03351126943547549,0.5859575608566073
CMAES,0.6722222222222223,8,0.8503775247808519,0.3219412372973642,0.7122541773019571
CMAES,0.6722222222222223,8,0.7843003040289085,0.9780460827969784,0.5711093465773504
CMAES,0.6722222222222223,8,0.8331651017252716,0.47602685605294714,0.7017404121709205
CMAES,0.6722222222222223,8,0.8882993183574311,0.20880579026518348,0.7498801571277641
CMAES,0.6722222222222223,8,0.8625717897568983,0.24916984043169144,0.6538568347949534
CMAES,0.6722222222222223,8,0.7493869739375184,0.6862434686678419,0.7180109925817507
CMAES,0.6722222222222223,8,0.8768374001511163,0.031319743326997905,0.669142139003972
CMAES,0.6722222222222223,8,0.8197889332937561,0.3002005325649824,0.4923695539776295
CMAES,0.6722222222222223,8,0.8999643316497914,0.04790642267896071,0.6647515279378466
CMAES,0.6722222222222223,8,0.833198832594384,0.550254366260842,0.6603928616822786
CMAES,0.6722222222222223,8,0.7403869479789943,1.1370723353714964,0.6788943414004527
CMAES,0.6722222222222223,8,0.8585653493342164,0.3915947436450062,0.6759912800715817
CMAES,0.6722222222222223,8,0.8705149396888731,0.20699811528726395,0.7750643787488077
CMAES,0.6722222222222223,8,0.8144910605478592,0.5137361506454037,0.643944306384286
CMAES,0.6722222222222223,8,0.7739601680141589,0.7875864850898058,0.6198753146520124
CMAES,0.6722222222222223,8,0.8454954471946022,0.09968694013480724,0.6557455659465118
CMAES,0.8377777777777778,8,0.7591261889777834,0.2767677582492096,0.613233184706709
CMAES,0.8377777777777778,8,0.8678470574772951,0.0,0.5917896536325097
CMAES,0.8377777777777778,8,0.8566765021562094,0.24717633261140926,0.601262959541928
CMAES,0.8377777777777778,8,0.8538444219907868,0.5460631626149389,0.6615803342577872
CMAES,0.8377777777777778,8,0.8544366699145508,0.42459897537769964,0.6494692231324273
CMAES,0.8377777777777778,8,0.8685548151913745,0.22725761259618327,0.6473706266201972
CMAES,0.8377777777777778,8,0.8150742756382382,0.24862250823662557,0.6347181554223804
CMAES,0.8377777777777778,8,0.8162622073842772,0.4279840211221723,0.769098330276791
CMAES,0.8377777777777778,8,0.7989947495162631,0.40737846229604446,0.6689661140759249
CMAES,0.8377777777777778,8,0.8425254767311003,0.4312643026844661,0.6342532471984818
CMAES,0.8377777777777778,8,0.6989809731105747,0.3365374708837717,0.6233464405350587
CMAES,0.8377777777777778,8,0.85695495436554,0.30505234514167173,0.6732265786435495
CMAES,0.8377777777777778,8,0.8073719736838906,0.5719524997734196,0.6295374166198245
CMAES,0.8377777777777778,8,0.8812491080506942,0.25394793434596286,0.711396860401217
CMAES,0.8377777777777778,8,0.8732782131655086,0.30581334641980995,0.8015536663168964
CMAES,0.8377777777777778,8,0.8551017055392153,0.3193290787042074,0.7190829195903296
CMAES,0.8377777777777778,8,0.7777376889372143,0.5827636520301755,0.6385724962864898
CMAES,0.8377777777777778,8,0.7484318576579543,0.37361973310718466,0.6438460238664375
CMAES,0.8377777777777778,8,0.8023627948597422,0.35982567574353874,0.6008946391977529
CMAES,0.8377777777777778,8,0.8215558555031625,0.23456363335823618,0.6211769936363708
CMAES,0.8377777777777778,8,0.9020240104611827,0.21966979181413515,0.7199735944728997
CMAES,0.8377777777777778,8,0.8643696511909073,0.2624857156613779,0.6685279138521927
CMAES,0.8377777777777778,8,0.7823676459900459,0.6388150209435487,0.7945494822139137
CMAES,0.8377777777777778,8,0.8105406008426428,0.14409254037188624,0.6630035801345242
CMAES,0.8377777777777778,8,0.8804621043360966,0.08153411382785879,0.708012643047328
CMAES,0.8377777777777778,8,0.8064141201956401,0.9511532611004586,0.6470388189877967
CMAES,0.8377777777777778,8,0.8638391032479711,0.5923138967575222,0.6122789253208202
CMAES,0.8377777777777778,8,0.8778478489824137,0.45080044883734915,0.6401494557943289
CMAES,0.8377777777777778,8,0.7753216154160205,0.9346786872737056,0.717870170387286
CMAES,0.8377777777777778,8,0.887092717338956,0.27371027240104756,0.763284941579519
CMAES,0.8377777777777778,8,0.7767883950512414,0.7174838336011019,0.6742069980112946
CMAES,0.8377777777777778,8,0.9083997357494311,0.11977558304099871,0.742608899947759
